symbol,negative_total_20251031,negative_far_from_zero_share_20251031,negative_mid_range_share_20251031,negative_near_zero_share_20251031,negative_total_20251103,negative_far_from_zero_share_20251103,negative_mid_range_share_20251103,negative_near_zero_share_20251103,positive_total_20251031,positive_near_zero_share_20251031,positive_mid_range_share_20251031,positive_far_from_zero_share_20251031,positive_total_20251103,positive_near_zero_share_20251103,positive_mid_range_share_20251103,positive_far_from_zero_share_20251103,mode_position_sec_20251031,mode_position_sec_20251103,round_lot_20251031,round_lot_20251103,treated_to40,treated_to10,group_label,group_order,actual_transition,y_pre,y_post,delta_y,outcome,display_name,side,family,transform
KULR,1.900667805277129,0.4913793103448276,0.37931034482758624,0.1293103448275862,3.312651172573352,0.41071428571428564,0.42857142857142855,0.1607142857142857,9.93754330948775,0.04286892003297609,0.3553173948887056,0.6018136850783182,14.220738247975602,0.0324459234608985,0.36356073211314477,0.6039933444259568,8.11610007076e-05,6.25320026301e-05,100.0,100.0,0,0,stay100,0,100->100,0.37931034482758624,0.42857142857142855,0.049261083743842304,negative_mid_range_share,Negative mid-range share,negative,share,signed
KURA,3.4885878641677492,0.5904255319148934,0.33156028368794327,0.07801418439716311,1.8179679283702297,0.6166766646670666,0.29874025194961007,0.08458308338332332,7.267891383682811,0.03744680851063829,0.3046808510638298,0.6578723404255319,4.212843495677384,0.0326171369402019,0.30572094227284485,0.6616619207869532,5.9701000282e-05,6.21330036665e-05,100.0,100.0,0,0,stay100,0,100->100,0.33156028368794327,0.29874025194961007,-0.0328200317383332,negative_mid_range_share,Negative mid-range share,negative,share,signed
KVUE,0.8354953326714413,0.6908159531650202,0.24905476277594826,0.060129284059031604,0.19255301773352967,0.7031335129802245,0.252911899397741,0.04395458762203454,2.242916211704447,0.026192044705935783,0.22048567729038412,0.75332227800368,0.38145407500644524,0.02102814158502663,0.2046806011863171,0.7742912572286562,6.25720058451e-05,6.21319995843e-05,100.0,100.0,0,0,stay100,0,100->100,0.24905476277594826,0.252911899397741,0.0038571366217927394,negative_mid_range_share,Negative mid-range share,negative,share,signed
KVYO,2.8515283464771417,0.7035519125683061,0.22267759562841533,0.07377049180327867,2.354929727935411,0.5955930006480881,0.3143227478937136,0.09008425145819832,7.163880640944624,0.024469820554649264,0.2365415986949429,0.7389885807504077,4.839586628180938,0.030274361400189204,0.2380952380952381,0.7316304005045727,7.91829952504e-05,-1.9079961930401623e-06,100.0,100.0,0,0,stay100,0,100->100,0.22267759562841533,0.3143227478937136,0.09164515226529829,negative_mid_range_share,Negative mid-range share,negative,share,signed
KW,5.568206229860365,0.47186147186147187,0.4199134199134199,0.10822510822510821,4.504554853853462,0.45161290322580644,0.4292803970223325,0.11910669975186106,17.11440010043662,0.020422535211267606,0.24647887323943665,0.7330985915492958,10.954004359246634,0.02755102040816327,0.3051020408163265,0.6673469387755102,7.74010040913e-05,5.76960010221e-05,100.0,100.0,0,0,stay100,0,100->100,0.4199134199134199,0.4292803970223325,0.0093669771089126,negative_mid_range_share,Negative mid-range share,negative,share,signed
KWEB,0.3082170944230475,0.7007666506947773,0.2482031624341159,0.05103018687110686,0.4681747908108241,0.6249425815342214,0.31580156178226915,0.059255856683509425,0.672923426324205,0.01859980247997363,0.21913749588499945,0.762262701635027,1.28850218610154,0.01710756905616286,0.2168071434532254,0.7660852874906118,5.66390008316e-05,5.39469983777e-05,100.0,100.0,0,0,stay100,0,100->100,0.2482031624341159,0.31580156178226915,0.06759839934815326,negative_mid_range_share,Negative mid-range share,negative,share,signed
KWR,3.793739641639826,0.6824925816023739,0.2611275964391691,0.05637982195845696,7.51436309449613,0.758957654723127,0.2019543973941368,0.03908794788273615,14.08299196347603,0.003996802557953636,0.16227018385291767,0.8337330135891287,17.745645744331252,0.017931034482758616,0.16689655172413795,0.8151724137931035,6.40250000287e-05,8.882900147e-05,100.0,100.0,0,0,stay100,0,100->100,0.2611275964391691,0.2019543973941368,-0.05917319904503232,negative_mid_range_share,Negative mid-range share,negative,share,signed
KYMR,2.85451197053407,0.6774193548387097,0.24193548387096775,0.08064516129032258,7.674822540349764,0.6941964285714286,0.26785714285714285,0.037946428571428575,8.931860036832413,0.020618556701030927,0.1134020618556701,0.8659793814432989,12.04330412023635,0.014224751066856325,0.1934566145092461,0.7923186344238976,0.0007631959961145,1.9462997443e-05,100.0,100.0,0,0,stay100,0,100->100,0.24193548387096775,0.26785714285714285,0.0259216589861751,negative_mid_range_share,Negative mid-range share,negative,share,signed
KYN,3.327752842455553,0.74,0.20666666666666667,0.05333333333333334,14.450537398552314,0.598360655737705,0.3524590163934426,0.049180327868852465,11.048139436952436,0.016064257028112452,0.427710843373494,0.5562248995983936,17.174819039262996,0.006896551724137927,0.37931034482758624,0.6137931034482759,5.4275005823e-05,4.55699992016e-05,100.0,100.0,0,0,stay100,0,100->100,0.20666666666666667,0.3524590163934426,0.14579234972677596,negative_mid_range_share,Negative mid-range share,negative,share,signed
KYTX,5.843165373834822,0.8433734939759037,0.13253012048192772,0.024096385542168672,10.109549892831625,0.6819787985865725,0.2685512367491167,0.04946996466431096,6.82875953327684,0.03092783505154639,0.18556701030927836,0.7835051546391752,11.859966658728268,0.027108433734939756,0.2680722891566265,0.7048192771084338,6.13029988016e-05,6.38540004729e-05,100.0,100.0,0,0,stay100,0,100->100,0.13253012048192772,0.2685512367491167,0.13602111626718896,negative_mid_range_share,Negative mid-range share,negative,share,signed
L,1.3619745668664658,0.6952380952380953,0.24126984126984125,0.06349206349206347,2.576017938240544,0.7269099201824402,0.22862029646522233,0.04446978335233749,5.601390639287321,0.01775376302585874,0.27209571593979165,0.7101505210343497,6.544319231926946,0.01795332136445242,0.17549371633752245,0.8065529622980252,8.06559983175e-05,9.12449977477e-05,100.0,100.0,0,0,stay100,0,100->100,0.24126984126984125,0.22862029646522233,-0.012649544804618912,negative_mid_range_share,Negative mid-range share,negative,share,signed
LABD,0.534317412878264,0.7316715542521995,0.20527859237536658,0.06304985337243396,0.35038719367976257,0.706110154905336,0.21944922547332185,0.07444061962134231,0.6784734304289979,0.020785219399537997,0.2782909930715935,0.7009237875288684,0.6157406622152114,0.026689520078354532,0.24094025465230168,0.7323702252693438,-5.747002433054149e-06,4.980029189027846e-07,100.0,100.0,0,0,stay100,0,100->100,0.20527859237536658,0.21944922547332185,0.01417063309795527,negative_mid_range_share,Negative mid-range share,negative,share,signed
LABU,0.0760546331732694,0.7323943661971832,0.2140845070422535,0.05352112676056338,0.13724561046074552,0.7055655296229807,0.24236983842010745,0.05206463195691181,0.0835529772889438,0.012820512820512575,0.22051282051282012,0.7666666666666673,0.1665673836112459,0.03254437869822438,0.19822485207100582,0.7692307692307697,-5.9449957916513085e-06,-7.0829992182552814e-06,100.0,100.0,0,0,stay100,0,100->100,0.2140845070422535,0.24236983842010745,0.02828533137785394,negative_mid_range_share,Negative mid-range share,negative,share,signed
LAC,1.056039563087762,0.6163731556401714,0.30985245121370775,0.07377439314612082,1.2672994167598215,0.6660161695009759,0.27265124059102314,0.0613325899080011,3.531524973943177,0.019783660688869893,0.21719328209507546,0.7630230572160547,3.345076910477277,0.02144064216307561,0.22243346007604564,0.7561258977608788,8.49509960971e-05,6.74910043017e-05,100.0,100.0,0,0,stay100,0,100->100,0.30985245121370775,0.27265124059102314,-0.03720121062268461,negative_mid_range_share,Negative mid-range share,negative,share,signed
LADR,5.465639730477449,0.5485714285714286,0.3942857142857142,0.05714285714285713,4.890304544100461,0.48785425101214563,0.40688259109311736,0.10526315789473682,19.134944427842953,0.02230685527747551,0.2725788900979325,0.7051142546245919,18.848461238800155,0.018382352941176468,0.2657563025210084,0.7158613445378151,6.31610018899e-05,6.74990005791e-05,100.0,100.0,0,0,stay100,0,100->100,0.3942857142857142,0.40688259109311736,0.012596876807403179,negative_mid_range_share,Negative mid-range share,negative,share,signed
LAES,0.4960237283460635,0.6570902394106815,0.27624309392265195,0.0666666666666666,0.6272944615038201,0.6114864864864865,0.29814189189189194,0.0903716216216216,1.3733371513728767,0.02806970866036978,0.2515631235865372,0.7203671677530931,2.182285377478239,0.022821073075989306,0.27749453750910413,0.6996843894149065,5.35040016984e-05,5.69099938729e-05,100.0,100.0,0,0,stay100,0,100->100,0.27624309392265195,0.29814189189189194,0.02189879796923999,negative_mid_range_share,Negative mid-range share,negative,share,signed
