group_label,group_order,outcome,display_name,side,family,transform,actual_transition,n_obs,mean_delta,median_delta,std_delta,mean_y_pre,mean_y_post
stay100,0,positive_total,Positive total,positive,sum,log1p,100->100,3805,0.023839053631603036,0.02588268779207792,0.42216164516159194,8.380357150050328,8.372579881490813
to40,1,positive_total,Positive total,positive,sum,log1p,100->40,224,0.0076004336427123115,-0.011665030265373466,0.3843381449774772,3.44549740445647,3.4817366999546757
to10,2,positive_total,Positive total,positive,sum,log1p,100->10,10,0.012191646361403885,-0.08742908532113636,0.637678198795309,3.7710859234552805,3.7526528159471555
