group_label,group_order,outcome,display_name,side,family,transform,actual_transition,n_obs,mean_delta,median_delta,std_delta,mean_y_pre,mean_y_post
stay100,0,negative_total,Negative total,negative,sum,log1p,100->100,3202,0.005535659951093327,0.011083503945636841,0.4007279080875967,3.859271667191115,3.8454691896478805
to40,1,negative_total,Negative total,negative,sum,log1p,100->40,208,0.001408108152148336,-0.00259764189482865,0.31440048112672847,2.6245190297908056,2.6278090499899043
to10,2,negative_total,Negative total,negative,sum,log1p,100->10,11,0.20009911337244804,0.17006349213632999,0.5168019804231799,2.5741963632620357,3.412118338588875
